"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US10009","ZCTA5 10009","29770","465","59090","5355","66.0","2.1","80759","5200","7.2","1.2","19951","9100","0.2","0.2","70481","20168","13.4","1.5","41337","10468","0.0","0.1","-","**","10.2","1.2","21127","6145","2.9","0.8","45540","15588","20.9","1.7","27063","3406","56.4","2.2","90788","9655","5.6","1.1","41558","36458","39.0","2.1","90985","13305","35.8","1.9","47752","6991","19.6","1.7","29124","3672","10991","774","58913","7933","34.3","4.2","58502","13795","65.7","4.2","59948","15197","54.6","4.5","105057","18320","37.5","4.3","31294","5480","7.9","2.9","34529","15966","18779","790","58095","8830","55.1","3.8","(X)","(X)","43.0","3.5","(X)","(X)","12.1","2.0","(X)","(X)","44.9","3.8","(X)","(X)","34.2","3.7","(X)","(X)","10.7","2.8","(X)","(X)","24.5","(X)","(X)","(X)","25.2","(X)","(X)","(X)","24.1","(X)","(X)","(X)",
"8600000US10010","ZCTA5 10010","16050","639","101718","7116","74.4","3.2","104653","8668","4.8","1.7","(X)","(X)","0.4","0.4","-","**","16.5","2.7","112031","33057","0.0","0.2","-","**","2.4","1.3","(X)","(X)","1.5","0.8","103585","33486","8.5","2.4","(X)","(X)","67.8","3.7","107480","11298","7.0","1.6","65234","18689","49.5","3.2","128653","6480","26.0","2.7","101081","28325","17.4","2.4","50448","14763","4482","453","154000","35793","31.2","5.0","193750","67397","68.8","5.0","150492","28183","76.3","6.0","(X)","(X)","19.5","6.0","(X)","(X)","4.2","2.4","(X)","(X)","11568","654","86075","9660","55.4","5.1","(X)","(X)","45.2","4.7","(X)","(X)","10.2","2.9","(X)","(X)","44.6","5.1","(X)","(X)","32.2","4.3","(X)","(X)","12.4","2.9","(X)","(X)","23.6","(X)","(X)","(X)","25.0","(X)","(X)","(X)","23.1","(X)","(X)","(X)",
"8600000US10011","ZCTA5 10011","29762","985","109818","7540","82.8","2.0","115658","8732","2.7","0.9","31449","6878","0.1","0.1","-","**","10.4","1.7","125923","35368","0.0","0.1","-","**","1.6","0.8","26450","14961","2.3","0.8","105369","42782","8.2","1.4","49417","14857","77.0","2.0","120337","9635","2.6","0.7","43438","9106","48.9","2.3","136147","10544","29.7","2.1","111390","20657","18.8","1.6","53121","6347","9004","730","178875","17451","37.8","4.5","186272","44639","62.2","4.5","176007","14868","78.2","4.0","(X)","(X)","16.3","3.8","(X)","(X)","5.5","2.0","(X)","(X)","20758","965","92359","9898","49.1","3.0","76423","11577","42.7","2.9","69417","14330","6.4","1.4","141473","33612","50.9","3.0","106535","10001","37.8","2.8","86479","10618","13.1","2.0","210395","39404","22.3","(X)","(X)","(X)","28.9","(X)","(X)","(X)","19.3","(X)","(X)","(X)",
"8600000US10012","ZCTA5 10012","12470","442","100859","5399","77.9","2.8","106008","7454","3.4","1.4","99667","57949","0.1","0.2","-","**","12.7","2.0","67120","19537","0.0","0.2","-","**","2.6","1.3","(X)","(X)","3.2","1.3","(X)","(X)","5.5","1.6","63929","18809","74.5","3.1","108605","9312","6.4","1.3","53261","23505","49.8","2.8","126723","10875","27.0","2.4","79826","13444","16.8","1.7","50804","19232","3599","352","149313","15029","32.6","4.7","198594","55359","67.4","4.7","130203","25646","82.9","4.5","(X)","(X)","11.0","4.1","(X)","(X)","6.1","3.3","(X)","(X)","8871","466","84274","9473","45.1","3.7","(X)","(X)","33.1","3.6","(X)","(X)","12.1","2.8","(X)","(X)","54.9","3.7","(X)","(X)","44.4","3.7","(X)","(X)","10.5","2.2","(X)","(X)","25.1","(X)","(X)","(X)","33.8","(X)","(X)","(X)","21.4","(X)","(X)","(X)",
"8600000US10013","ZCTA5 10013","11558","507","96667","17159","58.0","3.0","161282","27674","2.6","0.9","(X)","(X)","0.2","0.3","-","**","35.4","3.2","32993","6404","0.0","0.3","-","**","1.4","0.9","125821","26943","2.4","0.9","75329","21053","5.4","1.5","86053","61531","54.4","3.1","173553","24798","2.0","0.8","(X)","(X)","46.9","3.2","(X)","(X)","27.8","2.7","(X)","(X)","23.3","2.4","(X)","(X)","5728","526","117453","14115","45.1","4.7","247663","79960","54.9","4.7","99076","20860","79.6","3.3","(X)","(X)","13.8","3.1","(X)","(X)","6.6","2.6","(X)","(X)","5830","464","73828","16273","58.2","4.3","53260","7692","48.7","4.1","42059","12993","9.6","2.8","146987","17236","41.8","4.3","118920","29643","30.4","4.6","81500","27803","11.4","3.3","215030","78435","30.2","(X)","(X)","(X)","35.4","(X)","(X)","(X)","25.1","(X)","(X)","(X)",
"8600000US10014","ZCTA5 10014","18786","671","113973","10369","90.2","1.7","114525","11692","0.9","0.6","170000","46793","0.2","0.2","-","**","5.6","1.3","104444","88312","0.0","0.2","-","**","1.2","0.7","41127","12686","1.9","1.0","126637","58743","6.2","1.6","73370","46513","84.6","2.3","115439","12775","2.2","0.7","74239","15994","51.9","2.9","145625","19773","28.9","2.3","106910","20825","17.0","1.7","54831","9164","4285","447","184570","25349","37.1","4.3","224922","51110","62.9","4.3","166635","16325","86.1","3.6","201362","20125","8.8","2.6","101111","52850","5.1","2.5","116080","32635","14501","724","92307","6598","47.6","3.2","86057","7092","39.2","3.3","76025","9205","8.4","2.1","151114","12134","52.4","3.2","105152","19203","40.1","3.0","91145","9736","12.3","2.3","221484","41403","21.1","(X)","(X)","(X)","30.1","(X)","(X)","(X)","18.2","(X)","(X)","(X)",
"8600000US10016","ZCTA5 10016","28390","961","104826","5131","74.8","2.4","106805","5784","2.8","1.1","(X)","(X)","0.0","0.1","-","**","17.6","2.0","104851","17548","0.0","0.1","-","**","2.5","1.2","(X)","(X)","2.3","0.9","112839","27158","8.3","1.6","80195","52640","69.2","2.5","108568","5701","6.2","1.2","66098","19916","48.6","2.6","125573","10038","27.3","2.5","99034","6653","17.9","2.0","52202","12172","7958","733","163077","18587","33.4","4.7","171917","35457","66.6","4.7","153586","21853","83.0","5.5","(X)","(X)","13.1","5.0","(X)","(X)","3.9","2.8","(X)","(X)","20432","995","89256","7200","53.8","2.8","(X)","(X)","44.2","3.0","(X)","(X)","9.6","1.6","(X)","(X)","46.2","2.8","(X)","(X)","36.2","3.0","(X)","(X)","10.0","1.8","(X)","(X)","22.3","(X)","(X)","(X)","26.8","(X)","(X)","(X)","20.6","(X)","(X)","(X)",
"8600000US10017","ZCTA5 10017","10157","665","106421","12463","72.9","3.8","113116","12762","2.2","1.1","76622","22439","0.0","0.3","-","**","22.4","3.8","103036","26281","0.0","0.3","-","**","0.8","0.7","(X)","(X)","1.7","0.9","140104","128390","6.0","2.1","99310","44759","67.5","4.0","113349","13452","4.9","1.5","69226","22452","46.3","4.5","120707","14169","27.7","3.3","124504","14511","21.0","3.2","58125","25369","2984","392","174848","41101","21.8","6.1","155270","59067","78.2","6.1","190134","38960","80.2","6.6","(X)","(X)","10.1","4.6","(X)","(X)","9.7","4.9","(X)","(X)","7173","610","81934","10003","58.4","5.4","(X)","(X)","50.6","5.7","(X)","(X)","7.8","2.8","(X)","(X)","41.6","5.4","(X)","(X)","35.6","5.0","(X)","(X)","6.0","2.5","(X)","(X)","24.1","(X)","(X)","(X)","30.0","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"8600000US10018","ZCTA5 10018","4712","280","105500","11540","62.6","4.5","115192","23386","6.6","2.5","59904","33438","0.5","0.6","-","**","24.5","3.8","102457","21088","0.0","0.6","-","**","2.0","1.3","25952","3693","3.9","1.8","(X)","(X)","15.1","3.5","51667","22531","50.9","4.2","138750","29414","8.3","2.1","62143","23224","67.4","3.7","113393","15240","19.5","3.3","93224","69510","4.8","1.5","54038","39435","1049","210","115179","42442","35.2","8.3","97788","76658","64.8","8.3","128889","53603","73.8","7.8","(X)","(X)","20.8","7.4","(X)","(X)","5.4","3.3","(X)","(X)","3663","277","101691","10850","47.3","5.5","(X)","(X)","31.6","4.7","(X)","(X)","15.6","4.1","(X)","(X)","52.7","5.5","(X)","(X)","30.6","5.0","(X)","(X)","22.2","4.8","(X)","(X)","27.8","(X)","(X)","(X)","35.2","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"8600000US10019","ZCTA5 10019","23146","806","94022","5480","74.9","2.5","97958","3875","5.2","1.6","38929","16480","0.4","0.3","(X)","(X)","14.0","1.7","106307","22986","0.0","0.1","-","**","2.9","1.0","39182","16530","2.6","0.9","69279","39139","13.3","1.7","41397","11922","66.3","2.7","102195","4980","2.6","0.7","30547","25706","47.1","3.1","127100","9315","29.8","2.6","87076","19352","20.5","2.3","44718","13378","6255","519","137399","28398","27.3","4.1","156857","61731","72.7","4.1","127440","26217","76.8","4.0","(X)","(X)","14.9","3.3","(X)","(X)","8.3","3.9","(X)","(X)","16891","866","80844","8935","49.0","3.6","61824","8738","43.0","3.7","52288","14254","6.0","1.6","129879","31737","51.0","3.6","98755","5073","38.8","3.4","81883","15002","12.2","2.0","172250","40041","24.1","(X)","(X)","(X)","28.2","(X)","(X)","(X)","22.5","(X)","(X)","(X)",
"8600000US10020","ZCTA5 10020","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US10021","ZCTA5 10021","23739","1133","115076","13697","87.2","2.7","116350","16605","1.5","1.0","80864","35026","0.0","0.1","-","**","8.6","2.2","144737","45216","0.1","0.1","-","**","1.4","1.1","(X)","(X)","1.3","0.7","61695","19056","5.7","1.7","90633","39638","83.2","2.9","116479","16335","2.0","1.0","56194","18789","43.4","3.2","126833","14645","28.0","2.4","129661","55691","26.6","2.5","86504","24284","9431","849","229975","22071","42.8","5.5","250,000+","***","57.2","5.5","195849","41810","82.6","4.8","(X)","(X)","12.8","4.4","(X)","(X)","4.6","2.5","(X)","(X)","14308","1013","75575","7147","62.0","4.7","(X)","(X)","54.8","5.2","(X)","(X)","7.2","2.6","(X)","(X)","38.0","4.7","(X)","(X)","30.5","4.1","(X)","(X)","7.5","2.7","(X)","(X)","30.0","(X)","(X)","(X)","33.3","(X)","(X)","(X)","27.5","(X)","(X)","(X)",
"8600000US10022","ZCTA5 10022","17892","660","126378","8059","86.2","2.5","126622","8149","2.0","1.2","(X)","(X)","0.2","0.2","250,000+","***","9.6","2.0","150000","34499","0.0","0.2","-","**","0.8","0.6","82275","23341","1.2","0.6","(X)","(X)","3.5","0.9","135833","111865","83.4","2.7","126108","8674","2.2","0.8","77917","6317","35.3","3.0","139633","15491","29.0","3.1","151536","46310","33.5","2.6","76686","27940","5998","557","245941","22262","28.4","4.2","250,000+","***","71.6","4.2","196645","40005","92.1","2.5","(X)","(X)","7.5","2.4","(X)","(X)","0.4","0.6","(X)","(X)","11894","649","91457","7882","62.0","4.5","(X)","(X)","52.9","4.9","(X)","(X)","9.0","2.1","(X)","(X)","38.0","4.5","(X)","(X)","30.9","3.9","(X)","(X)","7.2","2.7","(X)","(X)","26.8","(X)","(X)","(X)","31.0","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"8600000US10023","ZCTA5 10023","32755","1181","111478","10254","85.1","1.7","119996","8328","3.0","0.9","25948","21685","0.2","0.2","38344","36754","9.2","1.6","100594","17592","0.0","0.1","-","**","1.3","0.6","(X)","(X)","1.1","0.4","(X)","(X)","8.1","1.3","61758","25457","78.9","1.9","123140","7436","1.8","0.6","(X)","(X)","37.9","2.4","(X)","(X)","34.3","2.6","(X)","(X)","25.9","2.3","(X)","(X)","12348","810","192054","19551","41.9","3.7","250,000+","***","58.1","3.7","154940","26958","81.8","3.4","(X)","(X)","13.2","3.1","(X)","(X)","5.0","1.6","(X)","(X)","20407","1188","85692","6994","58.7","3.4","(X)","(X)","52.3","3.4","(X)","(X)","6.4","1.7","(X)","(X)","41.3","3.4","(X)","(X)","32.2","3.1","(X)","(X)","9.2","2.2","(X)","(X)","25.4","(X)","(X)","(X)","25.3","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
"8600000US10024","ZCTA5 10024","28675","978","113839","5687","84.3","2.1","122210","8059","5.5","1.2","27407","11595","0.0","0.1","-","**","6.5","1.4","86875","46479","0.0","0.1","-","**","1.4","0.6","(X)","(X)","2.4","1.1","86172","78053","9.7","1.7","52212","27047","78.2","2.3","124167","9772","1.8","0.5","51065","8771","36.4","2.2","133910","21925","36.5","2.4","131884","16377","25.3","1.8","62163","10800","12764","858","179746","16307","45.0","3.8","213077","51215","55.0","3.8","155338","9536","82.7","3.2","(X)","(X)","11.5","2.9","(X)","(X)","5.9","2.4","(X)","(X)","15911","978","72045","7607","62.9","3.2","(X)","(X)","56.9","3.0","(X)","(X)","6.0","1.7","(X)","(X)","37.1","3.2","(X)","(X)","26.8","3.2","(X)","(X)","10.3","2.6","(X)","(X)","27.5","(X)","(X)","(X)","33.2","(X)","(X)","(X)","22.6","(X)","(X)","(X)",
"8600000US10025","ZCTA5 10025","43456","932","74065","4869","68.5","1.9","98087","7180","13.0","1.5","28622","3442","0.7","0.5","(X)","(X)","8.8","1.0","70699","16742","0.0","0.1","-","**","5.8","1.1","20872","8888","3.1","0.8","89206","18632","19.5","1.4","26849","2415","59.7","1.9","109626","5259","3.2","0.7","21756","9718","32.9","2.1","88122","5654","37.9","1.9","89127","9573","26.0","1.4","46502","8367","19089","932","127220","10460","39.3","3.2","154000","10426","60.7","3.2","100659","19877","70.4","3.2","164167","16530","23.3","3.2","33342","6930","6.3","1.8","61604","21744","24367","928","54358","4616","56.4","3.3","(X)","(X)","48.0","3.4","(X)","(X)","8.4","1.4","(X)","(X)","43.6","3.3","(X)","(X)","33.6","3.2","(X)","(X)","9.9","1.9","(X)","(X)","30.5","(X)","(X)","(X)","34.8","(X)","(X)","(X)","26.5","(X)","(X)","(X)",
"8600000US10026","ZCTA5 10026","14527","360","47264","4441","28.0","2.6","77616","12074","56.1","2.9","36628","4897","0.3","0.3","138259","89848","5.3","1.3","117375","82587","0.0","0.2","-","**","8.1","1.6","27718","5871","2.3","0.8","29615","27241","17.1","1.8","30585","4645","22.4","2.5","90779","13115","2.8","1.0","32875","23628","38.1","2.5","68078","7542","41.2","2.9","46733","4183","17.9","2.1","18128","2143","7280","385","49761","7010","46.1","4.2","48399","8847","53.9","4.2","51780","9708","43.6","4.6","110104","15627","44.8","4.9","31438","4279","11.5","2.9","46277","14195","7247","378","40701","7938","54.8","3.6","(X)","(X)","44.0","4.2","(X)","(X)","10.8","2.5","(X)","(X)","45.2","3.6","(X)","(X)","33.0","4.0","(X)","(X)","12.2","3.0","(X)","(X)","35.5","(X)","(X)","(X)","40.5","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"8600000US10027","ZCTA5 10027","22937","541","40782","3120","29.1","2.1","75604","10736","46.8","2.3","33416","3993","0.3","0.2","(X)","(X)","7.9","1.3","75737","30460","0.0","0.1","-","**","13.1","1.5","26498","7355","2.8","0.6","45167","26215","20.5","1.7","27055","5447","24.3","1.9","83773","6403","4.4","0.9","26696","21305","39.4","2.1","50927","4983","38.6","2.0","43093","7174","17.5","1.6","27939","8305","11775","587","47987","2847","45.4","3.5","45414","5441","54.6","3.5","49757","4897","43.8","3.3","(X)","(X)","46.8","3.4","(X)","(X)","9.4","1.9","(X)","(X)","11162","611","32648","4440","54.1","4.0","31201","6450","42.1","3.7","22477","5918","12.1","2.4","73750","38224","45.9","4.0","35053","7581","33.1","3.6","26205","7805","12.7","2.5","59750","28770","36.9","(X)","(X)","(X)","41.7","(X)","(X)","(X)","29.8","(X)","(X)","(X)",
"8600000US10028","ZCTA5 10028","24941","846","114939","6716","89.9","1.8","117760","9468","1.3","0.8","28788","25217","0.2","0.3","-","**","6.9","1.5","100192","12782","0.1","0.5","-","**","0.2","0.2","(X)","(X)","1.3","0.5","91332","33819","3.6","0.8","85125","34018","86.7","2.0","120164","9414","3.5","1.1","52717","29495","43.5","2.8","117436","10197","28.6","2.9","152854","20960","24.5","2.1","88529","21875","10328","764","211654","18315","39.2","4.2","250,000+","***","60.8","4.2","205578","9839","90.2","2.7","(X)","(X)","7.2","2.3","(X)","(X)","2.7","1.6","(X)","(X)","14613","780","77996","7133","62.2","3.9","(X)","(X)","50.3","4.3","(X)","(X)","11.8","3.1","(X)","(X)","37.8","3.9","(X)","(X)","32.9","4.1","(X)","(X)","5.0","1.3","(X)","(X)","27.6","(X)","(X)","(X)","32.6","(X)","(X)","(X)","24.1","(X)","(X)","(X)",
"8600000US10029","ZCTA5 10029","30115","590","31350","1805","33.3","1.8","44552","6846","29.4","1.8","26382","2151","0.5","0.2","12008","6714","8.7","0.9","46032","15012","0.1","0.2","-","**","25.0","1.6","22918","3946","3.0","0.7","31000","14305","46.3","1.8","23380","2597","16.9","1.3","84015","7819","3.6","0.8","24411","7316","37.8","1.7","46116","5552","35.3","1.8","30141","4234","23.3","1.5","15980","1720","16452","655","35799","2817","44.2","3.1","32260","2220","55.8","3.1","39841","3250","39.2","2.7","51255","3519","49.3","3.1","26202","2734","11.5","2.2","42214","4944","13663","721","20718","1800","62.2","3.2","17464","2139","54.2","3.1","14807","1474","8.0","1.5","78024","20166","37.8","3.2","28932","6946","30.1","3.0","21330","2981","7.7","1.6","116321","20802","43.4","(X)","(X)","(X)","48.9","(X)","(X)","(X)","36.0","(X)","(X)","(X)",
"8600000US10030","ZCTA5 10030","11891","437","33196","2758","15.0","2.4","62996","10019","69.7","2.7","29465","3499","0.2","0.3","13456","1505","2.2","1.0","67232","29465","0.1","0.1","-","**","6.6","1.7","25156","13696","6.2","1.4","33875","14396","19.0","2.2","27253","6461","11.1","2.0","71773","12023","2.8","1.0","(X)","(X)","41.5","2.9","(X)","(X)","36.9","2.8","(X)","(X)","18.8","2.1","(X)","(X)","5579","453","40652","4375","47.1","5.5","37355","5174","52.9","5.5","48854","10656","33.1","4.5","63024","8093","53.5","5.1","25945","4167","13.4","3.8","57105","11774","6312","479","24135","5638","51.0","4.6","19397","2750","44.4","4.5","16590","3039","6.6","2.3","85268","23618","49.0","4.6","28590","4243","38.3","4.6","25673","5969","10.6","2.9","61842","21371","38.0","(X)","(X)","(X)","45.4","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"8600000US10031","ZCTA5 10031","21191","557","39774","3792","30.3","2.8","56615","7573","37.6","2.7","35959","5841","0.4","0.4","26579","5851","2.9","0.8","51750","41303","0.0","0.1","-","**","15.2","1.7","37115","6109","13.7","2.0","25824","3513","45.1","2.2","30673","3224","19.1","2.2","70784","9737","3.8","0.7","26836","24209","36.6","2.5","52491","5358","38.5","2.7","37472","3489","21.2","1.7","27589","5095","10655","639","43121","3251","39.3","3.1","35734","7776","60.7","3.1","48094","5390","36.7","3.5","63750","7617","49.3","4.2","32379","3726","13.9","3.4","44111","5754","10536","556","32407","4095","54.7","4.4","(X)","(X)","40.9","3.7","(X)","(X)","13.8","2.5","(X)","(X)","45.3","4.4","(X)","(X)","30.4","3.8","(X)","(X)","15.0","2.7","(X)","(X)","34.7","(X)","(X)","(X)","38.2","(X)","(X)","(X)","29.4","(X)","(X)","(X)",
"8600000US10032","ZCTA5 10032","20243","455","37280","2545","33.4","2.5","43469","5803","24.4","2.1","34157","3641","1.1","0.7","14575","1777","4.1","1.0","63813","18534","0.0","0.1","-","**","30.7","2.5","36227","5396","6.4","1.5","28993","9701","59.3","2.2","32289","3822","15.5","1.5","66189","10932","3.7","0.9","32204","4149","34.6","2.8","50267","6197","37.4","2.8","38604","4807","24.3","1.9","19837","3796","11086","562","40674","3410","38.0","3.4","35280","5117","62.0","3.4","49053","4929","42.5","3.4","51904","8298","43.5","3.4","33228","3100","13.9","2.7","43650","12555","9157","596","28114","2846","52.9","4.1","(X)","(X)","41.4","3.5","(X)","(X)","11.4","2.7","(X)","(X)","47.1","4.1","(X)","(X)","31.8","3.9","(X)","(X)","15.4","3.0","(X)","(X)","39.9","(X)","(X)","(X)","43.6","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
"8600000US10033","ZCTA5 10033","19548","453","44933","2793","47.8","2.7","57608","7740","9.6","1.6","41528","18592","0.6","0.4","39180","29051","3.1","0.9","45608","30420","0.1","0.1","-","**","33.0","2.4","35028","3945","5.8","1.0","33694","5362","60.9","1.9","34058","2170","29.3","2.2","85809","9944","2.8","0.7","(X)","(X)","34.4","2.0","(X)","(X)","41.0","2.4","(X)","(X)","21.9","1.8","(X)","(X)","11934","525","46979","4209","39.7","3.2","40637","5761","60.3","3.2","50688","3251","48.8","3.7","67969","5709","39.6","3.3","30612","3688","11.6","2.7","49960","11628","7614","432","33954","3210","52.9","4.7","32060","5382","41.0","4.4","21695","4494","12.0","2.9","57426","18709","47.1","4.7","37351","7673","31.2","3.9","22226","6285","15.8","3.2","76875","16323","41.7","(X)","(X)","(X)","44.5","(X)","(X)","(X)","33.0","(X)","(X)","(X)",
"8600000US10034","ZCTA5 10034","15462","306","42581","3518","46.8","2.4","54266","7519","9.0","1.3","36419","8835","0.5","0.4","(X)","(X)","3.5","1.2","65662","28261","0.5","0.5","14306","4461","34.5","2.7","32544","4861","5.2","1.4","57344","19546","60.6","2.0","31381","3328","28.0","1.8","72375","6942","2.3","0.7","23203","15407","36.3","2.4","62118","7888","40.8","2.7","43582","7470","20.6","1.9","25328","4326","9034","498","40889","4538","42.3","4.2","35148","7000","57.7","4.2","46688","9676","48.6","4.4","63374","5113","38.5","4.2","22047","1903","12.9","3.0","63141","24304","6428","470","41597","4482","55.1","4.5","(X)","(X)","44.2","4.3","(X)","(X)","10.9","2.9","(X)","(X)","44.9","4.5","(X)","(X)","33.9","4.6","(X)","(X)","11.0","2.8","(X)","(X)","36.1","(X)","(X)","(X)","42.3","(X)","(X)","(X)","24.6","(X)","(X)","(X)",
"8600000US10035","ZCTA5 10035","12999","398","27424","2708","23.3","2.6","41012","5890","43.6","2.9","26308","3086","0.3","0.4","2,500-","***","5.0","1.5","41310","14219","0.0","0.2","-","**","25.1","3.0","22542","6889","2.8","0.9","26458","18099","42.0","2.8","20987","5225","12.1","1.9","64893","13290","3.2","0.9","26424","20839","37.5","2.9","42718","5725","38.9","2.7","26600","3544","20.4","2.1","12451","1558","6397","467","34705","4135","46.7","4.8","30563","5388","53.3","4.8","39162","6698","34.3","4.5","54179","8885","55.4","4.4","25458","3741","10.2","2.8","38993","19272","6602","441","18343","2525","55.8","4.0","(X)","(X)","49.0","3.8","(X)","(X)","6.8","2.8","(X)","(X)","44.2","4.0","(X)","(X)","36.9","4.2","(X)","(X)","7.3","2.3","(X)","(X)","35.5","(X)","(X)","(X)","37.3","(X)","(X)","(X)","31.4","(X)","(X)","(X)",
"8600000US10036","ZCTA5 10036","15455","617","75966","10398","69.5","3.0","83197","17358","7.5","1.7","22419","14130","0.7","0.7","85651","19421","14.9","2.1","104228","23220","0.0","0.2","-","**","5.1","1.8","39399","11080","2.3","0.9","87083","65417","15.8","2.5","40652","13182","60.2","3.3","88991","16381","4.9","1.2","45571","20272","47.7","3.1","114134","11845","33.2","3.0","62203","9085","14.3","1.8","25296","7003","3001","415","112734","22151","30.7","5.6","52469","27536","69.3","5.6","141700","47776","71.0","6.4","(X)","(X)","18.0","4.8","(X)","(X)","11.0","5.1","(X)","(X)","12454","634","67199","8742","41.3","3.6","(X)","(X)","33.8","3.6","(X)","(X)","7.5","1.8","(X)","(X)","58.7","3.6","(X)","(X)","45.0","4.0","(X)","(X)","13.7","2.4","(X)","(X)","22.3","(X)","(X)","(X)","22.5","(X)","(X)","(X)","22.3","(X)","(X)","(X)",
"8600000US10037","ZCTA5 10037","9109","351","35491","5225","10.0","2.3","62679","15583","76.2","3.1","33353","4331","0.4","0.6","-","**","2.8","1.2","(X)","(X)","0.1","0.2","-","**","4.5","1.6","(X)","(X)","6.0","1.9","37232","17213","15.4","2.2","27321","6217","6.7","1.8","71012","19140","1.9","1.0","(X)","(X)","36.9","3.0","(X)","(X)","35.6","3.2","(X)","(X)","25.6","2.8","(X)","(X)","3739","384","33982","7141","52.0","4.9","30492","4219","48.0","4.9","43452","13843","31.3","5.1","71422","14143","53.8","6.0","28731","7380","14.8","4.9","25263","10573","5370","386","34938","6616","65.3","4.7","29174","8643","60.7","5.2","26250","5746","4.6","2.3","87865","20121","34.7","4.7","47125","15512","31.3","4.6","41406","18769","3.4","1.6","52235","13248","29.7","(X)","(X)","(X)","32.2","(X)","(X)","(X)","27.9","(X)","(X)","(X)",
